FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
558,10100205,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Traveling Grate (Overfeed) Stoker (Bituminous Coal)                   ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,CYCLONES (MULTIPLE),121,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,9/1/1998,0,,4/18/2022,,CS=Coal sulfur content (weight %),"Includes traveling grate, vibrating grate and chain grate stokers.","Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
1291,10100225,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Traveling Grate (Overfeed) Stoker (Subbituminous Coal)                ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,CYCLONES (MULTIPLE),121,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,9/1/1998,0,,4/18/2022,,CS=Coal sulfur content (weight %),"Includes traveling grate, vibrating grate and chain grate stokers.","Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
3571,10100903,External Combustion Boilers                           ,Electric Generation                                   ,Wood/Bark Waste                                                       ,Wood-fired Boiler - Wet Wood (>=20% moisture)                         ,,Sulfur oxides (SOx),,  ,0.075,Lb,Tons,Wood,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  October 1992.  Section 1.6, Wood Waste Combustion in Boilers.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fourth Edition, Supplement E, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,10/1/1992,2/1/1998,0,,4/18/2022,,,,
937,10100218,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Atmospheric Fluidized Bed Combustion: Circulating Bed (Bitum. Coal)   ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.96E+01*CS*(MR)^-1.9,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,E,,9/1/1998,,0,,4/18/2022,1.5<MR<7,CS=Coal sulfur content (weight %); MR=Molar ratio of calcium to sulfur in the fluidized bed,This formula applies to FBCs where the Ca/S ratio in the fluidized bed is between 1.5 and 7.,
1087,10100222,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Subbituminous Coal)                      ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
3837,10101202,External Combustion Boilers                           ,Electric Generation                                   ,Solid Waste                                                           ,Refuse Derived Fuel                                                   ,,Sulfur oxides (SOx),,   ,1.7,Lb,Tons,Refuse Derived Fuel,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Edited 05/18/92. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",U,5,3/1/1990,,0,,4/18/2022,,,,
1380,10100226,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom Tangential (Subbituminous Coal)           ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
1392,10100235,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Cell Burner (Subbituminous Coal)                                      ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
1705,10100302,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Tangential Fired                         ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis. ",C,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),For use when the sodium content of ash is unknown.,
1860,10100306,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Spreader Stoker                                                       ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  ",C,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),For use when the sodium content of ash is unknown.,
1593,10100301,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,"Pulverized Coal: Dry Bottom, Wall Fired                               ",,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,3.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  ",C,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),For use when the sodium content of ash is unknown.,
1408,10100237,External Combustion Boilers                           ,Electric Generation                                   ,Bituminous/Subbituminous Coal                                         ,Atmospheric Fluidized Bed Combustion: Bubbling Bed (Subbitum Coal)    ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.96E+01*CS*(MR)^-1.9,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","When no calcium-based sorbents are used and the bed material is inert with respect to sulfur capture, use the emission factor for underfeed stokers to estimate the FBC SO2 emissions. ",U,,9/1/2004,,0,,4/18/2022,1.5<MR<7,CS=Coal sulfur content (weight %); MR=Molar ratio of calcium to sulfur in the fluidized bed,,This emission factor is derived from the emission factor for bituminous coal.  (Roy Huntley - EPA response to question in an email dated 5/30/03)
1871,10100316,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Atmospheric Fluidized Bed ** (See 101003-17 & -18)                    ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Lignite,Burned,1.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis. ",D,,1/1/1995,9/14/2021,0,,4/18/2022,,CS=Coal sulfur content (weight %),,
1880,10100317,External Combustion Boilers                           ,Electric Generation                                   ,Lignite                                                               ,Atmospheric Fluidized Bed Combustion - Bubbling Bed                   ,,Sulfur oxides (SOx),,   ,FORMULA,Lb,Tons,Lignite,Burned,1.00E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.7, Lignite Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S.Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.","To determine EF in lb/ton, multiply the EF by the wt. % sulfur content of lignite, wet basis.  For high sodium ash (Na2O>8%), use EF of 22 lb/ton/wt. % sulfur.  For low sodium ash (Na2O<2%), use 34 lb/ton/wt. % sulfur.  S=% Sulfur Content.",C,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),Fluidized bed using limestone bed material.  ,
